restaurant_id,name,location,rest_type,cuisines,rating,votes,cost,online_order,book_table,service_type,city
R3388,Baba Fattoosh,whitefield,delivery,north indian,3.6,14,300,0,0,Delivery,Brookefield
R3389,Andhra Box,marathahalli,quick bites,"andhra, biryani, chinese",3.2,4,400,0,0,Delivery,Brookefield
R3390,Rara Avis,"varthur main road, whitefield","takeaway, delivery","kerala, seafood, biryani, desserts",3.6,9,400,0,0,Delivery,Brookefield
R3391,Kabab Ghar,whitefield,"takeaway, delivery","biryani, north indian, kebab",3.2,4,600,0,0,Delivery,Brookefield
R3392,Nawab-E-Khana,whitefield,quick bites,"north indian, biryani",3.1,6,500,0,0,Delivery,Brookefield
R3393,Kerala Mess,marathahalli,mess,"kerala, chinese, south indian",3.2,8,300,0,0,Delivery,Brookefield
R3394,Wish Pot,whitefield,"takeaway, delivery","north indian, continental",3.4,8,300,0,0,Delivery,Brookefield
R3395,Delhiciouss,whitefield,quick bites,"north indian, sandwich",3.7,24,300,0,0,Delivery,Brookefield
R3396,Swad E Punjab,whitefield,casual dining,north indian,3.4,6,600,0,0,Delivery,Brookefield
R3397,Shanghai Times,whitefield,quick bites,chinese,3.4,9,400,0,0,Delivery,Brookefield
R3398,ReadyBowl,whitefield,delivery,"andhra, south indian, north indian, biryani",3.4,32,400,0,0,Delivery,Brookefield
R3399,Kailash Parbat,whitefield,food court,north indian,2.6,84,400,0,0,Delivery,Brookefield
R3400,Hello Curry,marathahalli,unknown,"north indian, biryani, mughlai",2.8,58,600,0,0,Delivery,Brookefield
R3401,RICE BAR,marathahalli,delivery,"north indian, biryani",3.0,10,500,0,0,Delivery,Brookefield
R3402,Deccan Spice,marathahalli,"takeaway, delivery","andhra, north indian",3.4,10,600,0,0,Delivery,Brookefield
R3403,Sweet Alley,marathahalli,"takeaway, delivery",desserts,3.4,6,400,0,0,Delivery,Brookefield
R3404,Indian Highway Restaurant,marathahalli,quick bites,"north indian, chinese, fast food",3.2,10,400,0,0,Delivery,Brookefield
R3405,Delicious Desserts,whitefield,delivery,desserts,3.5,10,750,0,0,Delivery,Brookefield
R3406,Chashni Sweets,whitefield,sweet shop,"mithai, street food",3.4,8,200,0,0,Delivery,Brookefield
R3407,BBxR,marathahalli,delivery,"biryani, kebab",3.5,11,400,0,0,Delivery,Brookefield
R3408,Sultan's Biryani,marathahalli,delivery,"biryani, north indian",3.0,10,700,0,0,Delivery,Brookefield
R3409,Spoon Me,whitefield,delivery,"bengali, north indian, chinese",3.4,8,400,0,0,Delivery,Brookefield
R3410,BBQ King,marathahalli,casual dining,"fast food, chinese, burger, hot dogs, sandwich",3.4,6,400,0,0,Delivery,Brookefield
R3411,Meat And Eat,whitefield,quick bites,"fast food, burger",3.4,5,500,0,0,Delivery,Brookefield
R3412,Vishwaas Take Away,marathahalli,quick bites,"north indian, chinese",3.2,7,250,0,0,Delivery,Brookefield
R3413,Chattorey - The Family Restaurant,marathahalli,casual dining,"north indian, chinese",3.4,37,400,0,0,Delivery,Brookefield
R3414,Happy Kitchen,marathahalli,quick bites,"north indian, chinese",3.8,78,350,0,0,Delivery,Brookefield
R3415,Noibidya,marathahalli,quick bites,"north indian, bengali",3.5,44,400,0,0,Delivery,Brookefield
R3416,Inhouse Burger,whitefield,quick bites,"burger, fast food",3.0,10,500,0,0,Delivery,Brookefield
R3417,New Udupi Delicacy,whitefield,quick bites,"south indian, north indian, chinese",3.9,84,250,1,0,Delivery,Brookefield
R3418,Dakshin Spice,marathahalli,casual dining,"south indian, north indian, chinese, biryani",3.8,384,800,1,1,Delivery,Brookefield
R3419,Moriz Restaurant,brookefield,casual dining,"arabian, north indian, biryani, chinese, seafood",2.8,1870,750,1,0,Delivery,Brookefield
R3420,New Food Magic,marathahalli,quick bites,"north indian, chinese, biryani",3.7,114,400,1,0,Delivery,Brookefield
R3421,Chef Baker's,marathahalli,"bakery, quick bites",bakery,2.8,43,450,1,0,Delivery,Brookefield
R3422,Basmati Restaurant,whitefield,quick bites,"north indian, south indian, chinese, biryani",3.1,20,350,1,0,Delivery,Brookefield
R3423,Ooty Chocolates,whitefield,dessert parlor,desserts,3.6,16,300,1,0,Delivery,Brookefield
R3424,Uma Bhai Restaurant,marathahalli,quick bites,oriya,3.6,26,200,1,0,Delivery,Brookefield
R3425,Cafe Petu,marathahalli,quick bites,"north indian, sandwich",3.8,373,300,1,0,Delivery,Brookefield
R3426,Kolkata Famous Katti Rolls,marathahalli,quick bites,"fast food, rolls",3.4,8,200,1,0,Delivery,Brookefield
R3427,Flavors Restaurant,whitefield,casual dining,"north indian, chinese",2.9,16,700,1,0,Delivery,Brookefield
R3428,Kreme Delight,whitefield,bakery,"bakery, desserts",3.4,20,300,1,0,Delivery,Brookefield
R3429,Delicious Cakes,marathahalli,dessert parlor,bakery,3.1,9,400,1,0,Delivery,Brookefield
R3430,Baskin Robbins,brookefield,dessert parlor,"ice cream, desserts",3.9,51,250,1,0,Delivery,Brookefield
R3431,Rafoo Chakkar,whitefield,quick bites,"north indian, rolls",3.9,385,300,1,0,Delivery,Brookefield
R3432,Zeee's,whitefield,quick bites,"fast food, north indian, street food",3.7,34,300,1,0,Delivery,Brookefield
R3433,Amaravati Authentic Andhra Restaurant,brookefield,casual dining,"andhra, chinese, north indian, biryani",3.0,148,600,1,0,Delivery,Brookefield
R3434,Nanda's,marathahalli,casual dining,"andhra, north indian, chinese, seafood, biryani",3.6,195,650,1,0,Delivery,Brookefield
R3435,Yumlane,brookefield,"takeaway, delivery","pizza, fast food",3.4,23,200,1,0,Delivery,Brookefield
R3436,Master Chifoo,marathahalli,casual dining,"chinese, thai, momos",3.9,55,800,1,0,Delivery,Brookefield
R3437,O2 Juice Bar,marathahalli,"beverage shop, quick bites","juices, fast food",3.5,11,200,1,0,Delivery,Brookefield
R3438,Dhaba Social,brookefield,casual dining,north indian,4.0,463,700,1,0,Delivery,Brookefield
R3439,Cream and Fudge,brookefield,dessert parlor,"ice cream, desserts",3.1,9,250,1,0,Delivery,Brookefield
R3440,Sudhir Vada Pav & Paratha Center,marathahalli,quick bites,street food,3.4,11,250,1,0,Delivery,Brookefield
R3441,99 Caffe,brookefield,quick bites,"south indian, north indian, chinese",3.6,106,250,1,0,Delivery,Brookefield
R3442,New Udupi Upahar,marathahalli,quick bites,"chinese, north indian, south indian",3.8,39,300,1,0,Delivery,Brookefield
R3443,Mangalore Lunch Home,whitefield,quick bites,"north indian, south indian, mangalorean",3.4,8,300,1,0,Delivery,Brookefield
R3444,Kabab Magic,marathahalli,casual dining,"north indian, kebab, fast food",3.0,451,500,1,0,Delivery,Brookefield
R3445,HomelyDelight,brookefield,quick bites,north indian,3.8,33,300,1,0,Delivery,Brookefield
R3446,Ginger & Garlic,brookefield,quick bites,"south indian, north indian, chinese",3.6,92,350,1,0,Delivery,Brookefield
R3447,Zeeshan,marathahalli,quick bites,"north indian, kebab, biryani, rolls",3.6,89,700,1,0,Delivery,Brookefield
R3448,SLV Grand,"itpl main road, whitefield",quick bites,south indian,3.3,57,300,1,0,Delivery,Brookefield
R3449,Puchkas,marathahalli,quick bites,"street food, north indian",4.1,673,200,1,0,Delivery,Brookefield
R3450,Sankranti,marathahalli,casual dining,andhra,3.6,83,600,1,0,Delivery,Brookefield
R3451,Desi Doze,whitefield,quick bites,"north indian, fast food",3.8,147,400,1,0,Delivery,Brookefield
R3452,Hunger Stop,whitefield,quick bites,"north indian, chinese, fast food",3.7,100,300,1,0,Delivery,Brookefield
R3453,Kakaji,marathahalli,quick bites,north indian,3.7,205,350,1,0,Delivery,Brookefield
R3454,Andhra Ruchulu,brookefield,food court,"andhra, north indian, chinese, biryani",3.7,106,500,1,0,Delivery,Brookefield
R3455,South House,brookefield,casual dining,"south indian, biryani",3.8,97,800,1,0,Delivery,Brookefield
R3456,Oakleaf,whitefield,casual dining,"asian, continental, north indian, italian",3.9,40,2000,1,0,Delivery,Brookefield
R3457,Kidilum,whitefield,quick bites,"kerala, chinese, north indian",3.8,207,350,1,0,Delivery,Brookefield
R3458,Mad Over Donuts,whitefield,dessert parlor,"bakery, desserts, beverages",3.7,28,450,1,0,Delivery,Brookefield
R3459,Pot Biryani,whitefield,quick bites,"north indian, chinese, biryani, seafood",3.1,111,600,1,0,Delivery,Brookefield
R3460,MK Dabbawala,brookefield,delivery,north indian,3.2,19,400,0,0,Delivery,Brookefield
R3461,Tandooriwala,whitefield,"food court, quick bites","north indian, mughlai",2.7,24,700,1,0,Delivery,Brookefield
R3462,Friends Diner,whitefield,casual dining,"continental, italian, pizza",2.8,36,700,1,0,Delivery,Brookefield
R3463,Sanjha Chulha,marathahalli,casual dining,"north indian, pizza, fast food",4.0,152,800,1,1,Delivery,Brookefield
R3464,Cake 24x7,whitefield,bakery,"bakery, desserts",3.2,10,450,1,0,Delivery,Brookefield
R3465,Raapchick,brookefield,quick bites,"fast food, burger",3.6,49,300,1,0,Delivery,Brookefield
R3466,Chinese Street,marathahalli,delivery,chinese,3.1,61,550,1,0,Delivery,Brookefield
R3467,Mist n Creams,whitefield,dessert parlor,ice cream,3.8,49,400,1,0,Delivery,Brookefield
R3468,Dawat,marathahalli,quick bites,"north indian, chinese",3.5,57,400,1,0,Delivery,Brookefield
R3469,Andhra Kafe,whitefield,casual dining,"andhra, south indian, north indian, biryani",3.8,241,550,1,0,Delivery,Brookefield
R3470,Chikpet Donne Biriyani House,whitefield,food court,"biryani, kebab",3.3,18,400,1,0,Delivery,Brookefield
R3471,Treat Restaurant,whitefield,casual dining,"south indian, north indian, chinese",2.8,31,400,1,0,Delivery,Brookefield
R3472,Freshkhilao,brookefield,casual dining,"chinese, north indian, biryani, juices",3.4,372,750,1,0,Delivery,Brookefield
R3473,Hot Brixx,marathahalli,quick bites,"italian, pizza",3.7,23,500,1,0,Delivery,Brookefield
R3474,Aashish Foods,brookefield,quick bites,north indian,2.7,35,150,1,0,Delivery,Brookefield
R3475,Apna Hotel,whitefield,quick bites,"north indian, hyderabadi",3.5,26,300,1,0,Delivery,Brookefield
R3476,Dawat Midnight Express,marathahalli,"takeaway, delivery","north indian, chinese",3.1,29,450,1,0,Delivery,Brookefield
R3477,Haveli,marathahalli,casual dining,"biryani, north indian, mughlai",3.7,61,700,1,0,Delivery,Brookefield
R3478,Taco Bell,whitefield,quick bites,"mexican, american, fast food",3.9,147,600,1,0,Delivery,Brookefield
R3479,Celebrations 365,brookefield,dessert parlor,"desserts, ice cream",3.3,4,350,1,0,Delivery,Brookefield
R3480,JLT Food,whitefield,quick bites,north indian,3.6,23,450,1,0,Delivery,Brookefield
R3481,The IT Crowd,whitefield,quick bites,"north indian, burger, sandwich, chinese",2.8,20,400,1,0,Delivery,Brookefield
R3482,Little Nature,marathahalli,"quick bites, beverage shop","juices, ice cream, fast food",3.1,46,250,1,0,Delivery,Brookefield
R3483,YumYumSouth,whitefield,delivery,south indian,3.5,51,600,1,0,Delivery,Brookefield
R3484,Sindhuri Restaurant,marathahalli,casual dining,"chinese, north indian, biryani",3.1,19,600,1,0,Delivery,Brookefield
R3485,NYS Kitchen,whitefield,quick bites,"north indian, chinese",3.7,25,500,1,0,Delivery,Brookefield
R3486,Konaseema Grand,whitefield,casual dining,"north indian, mughlai, andhra, biryani",3.2,379,1000,1,0,Delivery,Brookefield
R3487,Luscious Folks,marathahalli,quick bites,north indian,3.9,217,250,1,0,Delivery,Brookefield
R3488,Nandi Mess - Feel Like Mom's,whitefield,quick bites,south indian,3.6,30,250,1,0,Delivery,Brookefield
R3489,Golden Rice,marathahalli,casual dining,"north indian, mughlai, seafood, chinese",4.2,175,1000,1,0,Delivery,Brookefield
R3490,Butterly Cafe,whitefield,cafe,cafe,3.1,14,550,1,0,Delivery,Brookefield
R3491,Orzuv,whitefield,"casual dining, cafe","kashmiri, cafe",3.8,818,1100,1,1,Delivery,Brookefield
R3492,Kudil Kerala Kitchen,marathahalli,quick bites,kerala,3.8,47,300,1,0,Delivery,Brookefield
R3493,Kettle & Kegs,whitefield,delivery,"tea, beverages",3.2,4,200,1,0,Delivery,Brookefield
R3494,Paakam,marathahalli,quick bites,south indian,3.7,64,150,1,0,Delivery,Brookefield
R3495,Mithai Time,whitefield,"sweet shop, quick bites","mithai, north indian, street food",3.0,56,200,1,0,Delivery,Brookefield
R3496,Visantoe,whitefield,kiosk,fast food,3.2,8,400,1,0,Delivery,Brookefield
R3497,We Foodie,whitefield,quick bites,"fast food, north indian",2.6,21,300,1,0,Delivery,Brookefield
R3498,Cookie Man,whitefield,bakery,bakery,3.2,5,150,1,0,Delivery,Brookefield
R3499,Izakaya Gastro Pub,whitefield,"bar, casual dining","north indian, continental, mediterranean",3.8,129,1200,1,1,Delivery,Brookefield
R3500,Hottey Smokey,"itpl main road, whitefield",food court,"continental, fast food",3.8,81,500,1,0,Delivery,Brookefield
R3501,Vaigai Express,whitefield,food court,"south indian, north indian, chinese",3.3,9,400,1,0,Delivery,Brookefield
R3502,South Treat,whitefield,food court,south indian,3.4,4,400,1,0,Delivery,Brookefield
R3503,Rolls Mania,whitefield,quick bites,"fast food, rolls",3.8,117,450,1,0,Delivery,Brookefield
R3504,Yumatos,whitefield,quick bites,"north indian, chinese",3.3,7,500,1,0,Delivery,Brookefield
R3505,Parasme,marathahalli,"quick bites, dessert parlor","continental, italian, chinese, north indian, momos",3.6,42,400,1,0,Delivery,Brookefield
R3506,The Grilled & Fried,whitefield,quick bites,fast food,3.2,126,300,1,0,Delivery,Brookefield
R3507,New Rajalakshmi Sweets,whitefield,sweet shop,mithai,3.3,6,300,1,0,Delivery,Brookefield
R3508,AutoExpress - Hot Dogs,whitefield,"takeaway, delivery",fast food,3.5,13,300,1,0,Delivery,Brookefield
R3509,Friendz Zone,whitefield,quick bites,"north indian, street food",3.6,39,400,1,0,Delivery,Brookefield
R3510,Daniyal's,marathahalli,casual dining,"north indian, biryani, mughlai, kebab",3.5,178,800,1,0,Delivery,Brookefield
R3511,Drunken Monkey,marathahalli,"beverage shop, quick bites","beverages, fast food",3.9,97,400,1,0,Delivery,Brookefield
R3512,Tayabbs,whitefield,quick bites,"fast food, rolls",3.3,7,350,1,0,Delivery,Brookefield
R3513,Petoo,whitefield,casual dining,"north indian, fast food, street food",4.0,141,800,1,0,Delivery,Brookefield
R3514,Sree Krishna Kafe,whitefield,quick bites,south indian,3.7,55,200,1,0,Delivery,Brookefield
R3515,China On My Plate,whitefield,casual dining,chinese,3.0,17,800,1,0,Delivery,Brookefield
R3516,Cheers Life,"varthur main road, whitefield",kiosk,"beverages, juices",3.4,4,300,1,0,Delivery,Brookefield
R3517,Lassi,marathahalli,"beverage shop, quick bites","beverages, juices, ice cream, sandwich, fast food",3.3,16,200,1,0,Delivery,Brookefield
R3518,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,whitefield,delivery,continental,3.6,43,500,1,0,Delivery,Brookefield
R3519,INDULGE by InnerChef,whitefield,bakery,"desserts, bakery",3.6,32,400,1,0,Delivery,Brookefield
R3520,Kaka Food Corner,whitefield,quick bites,north indian,3.4,86,300,1,0,Delivery,Brookefield
R3521,Hoodi Baba A Str-eat Caff,whitefield,quick bites,"north indian, street food",3.7,38,300,1,0,Delivery,Brookefield
R3522,Aaha,brookefield,quick bites,"north indian, chinese",3.6,94,300,1,0,Delivery,Brookefield
R3523,The Big Grill,marathahalli,quick bites,"north indian, chinese, mughlai",3.4,9,400,1,0,Delivery,Brookefield
R3524,World In A Bowl,whitefield,delivery,"continental, north indian, desserts, beverages",3.5,15,600,1,0,Delivery,Brookefield
R3525,Ganga Foods,marathahalli,quick bites,"south indian, chinese",3.5,17,200,1,0,Delivery,Brookefield
R3526,The Difference,whitefield,casual dining,"north indian, chinese, arabian",2.7,18,600,1,0,Delivery,Brookefield
R3527,Bombay Sandwich Company,whitefield,delivery,"sandwich, beverages",3.6,40,400,1,0,Delivery,Brookefield
R3528,Swad-Deshi Restaurant,marathahalli,quick bites,"south indian, chinese",3.5,13,300,1,0,Delivery,Brookefield
R3529,Bufferia Express,east bangalore,delivery,"north indian, chinese",3.4,18,800,1,0,Delivery,Brookefield
R3530,Konark Restaurant,marathahalli,quick bites,"north indian, south indian",3.2,90,200,1,0,Delivery,Brookefield
R3531,Southern Spice,"varthur main road, whitefield",casual dining,"north indian, chinese, biryani, andhra",4.0,121,800,1,0,Delivery,Brookefield
R3532,Erivum Puliyum,brookefield,quick bites,"kerala, south indian, seafood",3.9,51,500,1,0,Delivery,Brookefield
R3533,Mum?s Kitchen,marathahalli,delivery,"north indian, south indian",3.5,118,200,1,0,Delivery,Brookefield
R3534,Treat,whitefield,casual dining,"north indian, mughlai",3.8,60,800,1,0,Delivery,Brookefield
R3535,Rayalaseema Spices,brookefield,casual dining,"andhra, south indian",3.5,35,550,1,0,Delivery,Brookefield
R3536,The Big Spoon,whitefield,casual dining,"north indian, mughlai",3.8,45,750,1,0,Delivery,Brookefield
R3537,Andhra Central,marathahalli,food court,andhra,3.1,13,400,1,0,Delivery,Brookefield
R3538,Risalo Pizzeria,brookefield,quick bites,"pizza, italian, desserts",4.0,121,900,1,0,Delivery,Brookefield
R3539,Mad About China,whitefield,food court,"chinese, momos",3.9,146,600,1,0,Delivery,Brookefield
R3540,Dragon Box,whitefield,takeaway,"chinese, momos",3.0,12,450,1,0,Delivery,Brookefield
R3541,Best In Klass,whitefield,quick bites,south indian,3.2,47,200,1,0,Delivery,Brookefield
R3542,All Shook Up,marathahalli,"dessert parlor, beverage shop","desserts, beverages",3.6,34,300,1,0,Delivery,Brookefield
R3543,Ginger Mint,marathahalli,casual dining,"north indian, south indian, chinese",3.0,5,600,1,0,Delivery,Brookefield
R3544,The Litti Company,whitefield,"takeaway, delivery",bihari,3.6,26,400,1,0,Delivery,Brookefield
R3545,Hashtag Kitchen,marathahalli,casual dining,"north indian, biryani, chinese",3.4,51,600,1,0,Delivery,Brookefield
R3546,Punjabi by Nature 2.0,whitefield,"casual dining, microbrewery",north indian,4.2,416,1600,1,0,Delivery,Brookefield
R3547,Meghana Grand,whitefield,casual dining,"biryani, andhra",3.5,131,800,1,0,Delivery,Brookefield
R3548,Nawabi Zaica,marathahalli,casual dining,"north indian, mughlai, chinese",3.5,19,600,1,0,Delivery,Brookefield
R3549,Bageecha,marathahalli,casual dining,"north indian, chinese",2.2,479,650,1,0,Delivery,Brookefield
R3550,Subway,whitefield,"quick bites, food court","salad, fast food",2.8,52,600,1,0,Delivery,Brookefield
R3551,Kaayal,brookefield,casual dining,"kerala, chinese",3.2,267,500,1,0,Delivery,Brookefield
R3552,Jade,brookefield,casual dining,"chinese, seafood, momos",3.7,690,750,1,1,Delivery,Brookefield
R3553,Juice Junction,marathahalli,kiosk,"juices, fast food, south indian, chinese",3.7,17,150,1,0,Delivery,Brookefield
R3554,Regale Restaurant,marathahalli,quick bites,"north indian, chinese",3.6,68,350,1,0,Delivery,Brookefield
R3555,Five Spice Dining,marathahalli,casual dining,"chinese, north indian, south indian",3.6,55,750,1,0,Delivery,Brookefield
R3556,Ambur Hot Dum Biryani,whitefield,quick bites,biryani,3.0,13,200,1,0,Delivery,Brookefield
R3557,Shaan-E-Punjab,"itpl main road, whitefield",casual dining,north indian,2.9,84,500,1,0,Delivery,Brookefield
R3558,The Wok,whitefield,food court,"chinese, momos",2.8,89,500,1,0,Delivery,Brookefield
R3559,Delhi Restaurant,whitefield,quick bites,"north indian, mughlai, chinese",3.6,194,350,1,0,Delivery,Brookefield
R3560,Amoeba Sports Bar,whitefield,"lounge, bar","continental, chinese",3.9,568,1000,1,1,Delivery,Brookefield
R3561,Mughal Restaurant,brookefield,casual dining,"north indian, mughlai, chinese",3.3,218,550,1,0,Delivery,Brookefield
R3562,Gelato Italiano,whitefield,"dessert parlor, kiosk","ice cream, bakery, desserts",2.9,38,200,1,0,Delivery,Brookefield
R3563,Momo Bites,marathahalli,food court,tibetan,3.4,19,350,1,0,Delivery,Brookefield
R3564,Kolkata Famous Kathi Rolls,brookefield,quick bites,"chinese, rolls",3.6,37,150,1,0,Delivery,Brookefield
R3565,Happy Singh,whitefield,casual dining,"chinese, north indian",3.8,507,900,1,0,Delivery,Brookefield
R3566,Decker's Lane,marathahalli,quick bites,bengali,2.1,242,400,1,0,Delivery,Brookefield
R3567,Indian Tadka,whitefield,food court,north indian,3.7,214,700,1,0,Delivery,Brookefield
R3568,Jaffa's Biryani,marathahalli,casual dining,"biryani, north indian, chinese",3.8,429,550,1,0,Delivery,Brookefield
R3569,Biryani Park,brookefield,casual dining,"north indian, biryani, chinese, mughlai",3.5,86,500,1,0,Delivery,Brookefield
R3570,Sbarro,whitefield,food court,pizza,3.3,80,500,1,0,Delivery,Brookefield
R3571,The Diner,whitefield,casual dining,"north indian, chinese, andhra, biryani",3.6,197,700,1,0,Delivery,Brookefield
R3572,Master Brothers,whitefield,bakery,"desserts, bakery",3.3,7,450,1,0,Delivery,Brookefield
R3573,A Southern Fair,whitefield,casual dining,"biryani, seafood, south indian",3.2,16,750,1,0,Delivery,Brookefield
R3574,Nashta Pani -The Gujarat's Special,marathahalli,quick bites,"gujarati, fast food",3.4,83,200,1,0,Delivery,Brookefield
R3575,BHR Foods,whitefield,quick bites,"north indian, chinese, continental, biryani, thai",3.4,7,350,1,0,Delivery,Brookefield
R3576,Imli,marathahalli,quick bites,"north indian, beverages, fast food, street food",3.3,13,250,0,0,Delivery,Brookefield
R3577,Marhaba,whitefield,food court,arabian,3.4,8,500,1,0,Delivery,Brookefield
R3578,Dilli Dil Se,whitefield,casual dining,north indian,3.6,20,400,1,0,Delivery,Brookefield
R3579,Samosa Express,marathahalli,quick bites,street food,2.8,20,150,1,0,Delivery,Brookefield
R3580,Waffle House,marathahalli,dessert parlor,desserts,3.6,28,300,1,0,Delivery,Brookefield
R3581,Bismillah Bawarchi,brookefield,quick bites,"north indian, chinese, biryani",3.6,42,300,1,0,Delivery,Brookefield
R3582,Food Factory,marathahalli,"takeaway, delivery",north indian,3.4,8,400,1,0,Delivery,Brookefield
R3583,Kamakshi Kitchen,marathahalli,quick bites,"chinese, south indian",3.7,28,350,1,0,Delivery,Brookefield
R3584,Andhra Star Biryani,brookefield,quick bites,biryani,3.2,6,200,1,0,Delivery,Brookefield
R3585,Khane Ka Khazana,"itpl main road, whitefield",quick bites,north indian,3.5,17,250,1,0,Delivery,Brookefield
R3586,D'Brooks,brookefield,quick bites,"north indian, continental",3.4,8,400,1,0,Delivery,Brookefield
R3587,Andhra Vindu Multi Cuisine Restaurant,marathahalli,casual dining,"andhra, south indian, fast food",3.3,11,600,1,0,Delivery,Brookefield
R3588,The Red Tandoor,marathahalli,quick bites,"chinese, north indian",3.3,6,400,1,0,Delivery,Brookefield
R3589,Smoor,whitefield,dessert parlor,"desserts, beverages",3.7,16,900,1,0,Delivery,Brookefield
R3590,Mother's Food,whitefield,quick bites,"north indian, chinese",3.9,62,200,1,0,Delivery,Brookefield
R3591,Aahar Vihar,marathahalli,quick bites,north indian,4.0,68,250,1,0,Delivery,Brookefield
R3592,SGS Non Veg - Gundu Pulav,"varthur main road, whitefield","takeaway, delivery",south indian,3.7,11,300,1,0,Delivery,Brookefield
R3593,Chef Delicacies,"varthur main road, whitefield","takeaway, delivery","kebab, rolls, charcoal chicken",2.7,6,400,1,0,Delivery,Brookefield
R3594,Carlos Cake Cafe,marathahalli,bakery,"bakery, desserts",3.3,7,300,1,0,Delivery,Brookefield
R3595,The Andhra Bhojanam,"itpl main road, whitefield",bhojanalya,south indian,3.2,4,300,1,0,Delivery,Brookefield
R3596,Lassi Magic,marathahalli,quick bites,"beverages, sandwich",3.5,12,150,1,0,Delivery,Brookefield
R3597,MealBox Inc.,marathahalli,casual dining,north indian,4.0,34,800,1,0,Delivery,Brookefield
R3598,Hasee-E-Shan Makers Of Biryani,whitefield,casual dining,"biryani, mughlai, north indian",3.5,15,500,1,0,Delivery,Brookefield
R3599,Cafe Noir,whitefield,casual dining,"european, french, salad",3.4,4,1500,1,0,Delivery,Brookefield
R3600,Rajwada Food,marathahalli,quick bites,north indian,3.5,16,300,1,0,Delivery,Brookefield
R3601,Kingley Grand,marathahalli,casual dining,"biryani, north indian, chinese",3.5,11,600,1,0,Delivery,Brookefield
R3602,Spicy Onion,whitefield,casual dining,"north indian, chinese",3.6,30,400,1,0,Delivery,Brookefield
R3603,Fusion Panda,whitefield,"casual dining, quick bites","north indian, kebab",3.5,10,300,1,0,Delivery,Brookefield
R3604,Potpourri Kitchen,marathahalli,casual dining,"south indian, mughlai, north indian, beverages",3.6,11,500,1,0,Delivery,Brookefield
R3605,RPS Food Corner,marathahalli,quick bites,"north indian, chinese, bengali, biryani",3.2,7,400,1,0,Delivery,Brookefield
R3606,New Shanthi Sagar,"varthur main road, whitefield","takeaway, delivery","south indian, north indian, chinese, street food",3.8,15,300,1,0,Delivery,Brookefield
R3607,Kalinga Delicacies Restaurant,brookefield,casual dining,"north indian, bengali, oriya",3.1,11,400,1,0,Delivery,Brookefield
R3608,Maa Durga Restaurant,whitefield,quick bites,north indian,3.2,4,300,1,0,Delivery,Brookefield
R3609,Amaravati Food Court,whitefield,quick bites,kerala,3.4,6,300,1,0,Delivery,Brookefield
R3610,Maashpacheez,marathahalli,quick bites,"north indian, chinese, south indian",3.6,17,300,1,0,Delivery,Brookefield
R3611,The Spice Pavillion,marathahalli,casual dining,north indian,3.7,125,600,1,0,Delivery,Brookefield
R3612,Jalsa,marathahalli,casual dining,"north indian, mughlai",4.2,2173,1500,1,1,Delivery,Brookefield
R3613,Tastybites.com,brookefield,quick bites,"fast food, sandwich, south indian",3.7,82,150,1,0,Delivery,Brookefield
R3614,Apoorva Multi Cuisine Restaurant,brookefield,casual dining,"north indian, south indian, chinese, andhra, biryani",3.9,236,750,1,0,Delivery,Brookefield
R3615,Kaafi Desi,marathahalli,quick bites,"north indian, street food",4.1,515,150,1,0,Delivery,Brookefield
R3616,Gaura's Secret Recipe,marathahalli,delivery,"north indian, gujarati, rajasthani",3.8,31,250,1,0,Delivery,Brookefield
R3617,Spicy House,marathahalli,quick bites,"north indian, chinese, seafood, biryani",3.7,95,500,1,0,Delivery,Brookefield
R3618,Crunchie Corner,brookefield,quick bites,"fast food, continental, desserts",4.0,44,450,1,0,Delivery,Brookefield
R3619,Namak Swad Anusaar,marathahalli,quick bites,"north indian, chinese, biryani, rolls",3.8,155,400,1,0,Delivery,Brookefield
R3620,Shaadi Ki Biryani,"varthur main road, whitefield","takeaway, delivery","biryani, charcoal chicken",2.6,22,600,1,0,Delivery,Brookefield
R3621,The Pallavas ( Authentic Taste Of Southern Cuisine ),brookefield,quick bites,south indian,3.7,24,400,1,0,Delivery,Brookefield
R3622,Pita Pocket Factory,brookefield,casual dining,"mediterranean, continental, italian, burger",3.6,27,500,1,0,Delivery,Brookefield
R3623,The London Shakes,marathahalli,quick bites,"fast food, beverages",4.1,31,300,1,0,Delivery,Brookefield
R3624,Food Square,marathahalli,quick bites,"fast food, chinese",3.6,16,200,1,0,Delivery,Brookefield
R3625,Aashirvaad Restaurant,marathahalli,quick bites,"north indian, oriya, chinese",3.1,249,300,1,0,Delivery,Brookefield
R3626,Beyond Elements,whitefield,"casual dining, cafe","cafe, italian, pizza, north indian",4.1,859,900,1,1,Delivery,Brookefield
R3627,Salt Mango Tree,whitefield,casual dining,kerala,4.3,517,1000,1,0,Delivery,Brookefield
R3628,Mr Manchurian,marathahalli,food court,"chinese, momos",3.6,198,500,1,0,Delivery,Brookefield
R3629,Daily Sushi,marathahalli,quick bites,"korean, sushi",3.5,16,900,1,0,Delivery,Brookefield
R3630,Golkonda Chimney,marathahalli,casual dining,"biryani, north indian, mughlai",3.7,1813,850,1,1,Delivery,Brookefield
